payload_id,event_type,event_recorded_at
51ee4726-5de2-406b-aded-d2d92d5826e7,EmailSent,2021-03-10T23:57:10Z
51ee4726-5de2-406b-aded-d2d92d5826e7,EmailDelivered,2021-03-10T23:58:10Z
71388cca-3250-42dd-83cd-5385a4926e45,EmailDelivered,2021-03-11T00:07:15Z
71388cca-3250-42dd-83cd-5385a4926e45,EmailSent,2021-03-11T00:07:15Z
ed862110-0d68-465e-bc3d-8a11983ef7b1,EmailSent,2021-03-11T01:14:49Z
ed862110-0d68-465e-bc3d-8a11983ef7b1,EmailDelivered,2021-03-11T01:15:49Z
87f0149e-ba72-486f-a48b-647fa0cf27d9,EmailSent,2021-03-11T01:34:30Z
87f0149e-ba72-486f-a48b-647fa0cf27d9,EmailDelivered,2021-03-11T01:35:30Z
f18f89dd-a34f-41c5-b4ab-3e3aecd99fc1,EmailSent,2021-03-11T02:37:45Z
f18f89dd-a34f-41c5-b4ab-3e3aecd99fc1,EmailDelivered,2021-03-11T02:38:45Z
403a3745-57af-4b2e-8d55-f758f91864c0,EmailSent,2021-03-11T08:14:16Z
403a3745-57af-4b2e-8d55-f758f91864c0,EmailUndelivered,2021-03-11T08:15:16Z
33bd55f5-d321-464b-8a71-3533e1fc5c83,EmailSent,2021-03-11T09:26:08Z
33bd55f5-d321-464b-8a71-3533e1fc5c83,EmailDelivered,2021-03-11T09:26:08Z
dada1c92-2836-4ada-b2c7-3f6e31e23a70,EmailSent,2021-03-11T09:54:00Z
dada1c92-2836-4ada-b2c7-3f6e31e23a70,EmailDelivered,2021-03-11T09:55:00Z
87761e94-3f8c-4fc5-b1c1-4973fe15c0ba,EmailSent,2021-03-11T11:55:38Z
87761e94-3f8c-4fc5-b1c1-4973fe15c0ba,EmailDelivered,2021-03-11T11:55:38Z
6c22699b-04cd-429b-b3c9-09a73382febd,EmailSent,2021-03-11T13:00:26Z
6c22699b-04cd-429b-b3c9-09a73382febd,EmailDelivered,2021-03-11T13:00:26Z
fa37518d-abae-4e21-9afb-eaa828e61d85,EmailDelivered,2021-03-11T13:26:39Z
fa37518d-abae-4e21-9afb-eaa828e61d85,EmailSent,2021-03-11T13:26:39Z
985c7d3c-0b41-43aa-81de-2dd42f431a38,EmailSent,2021-03-11T15:22:43Z
985c7d3c-0b41-43aa-81de-2dd42f431a38,EmailDelivered,2021-03-11T15:23:43Z
a5f6903a-e4f1-424f-b94c-134ffb8fdd33,EmailSent,2021-03-11T16:15:32Z
a5f6903a-e4f1-424f-b94c-134ffb8fdd33,EmailDelivered,2021-03-11T16:16:32Z
2e49bd36-3d4c-4e0b-92e9-d14573a0287e,EmailSent,2021-03-11T16:21:23Z
2e49bd36-3d4c-4e0b-92e9-d14573a0287e,EmailDelivered,2021-03-11T16:22:23Z
67019a4e-946b-40bd-801d-3b912b39c991,EmailSent,2021-03-11T17:27:15Z
67019a4e-946b-40bd-801d-3b912b39c991,EmailDelivered,2021-03-11T17:28:15Z
b3b1c357-f2a0-4687-8fdd-f369c912b151,EmailSent,2021-03-11T17:31:53Z
b3b1c357-f2a0-4687-8fdd-f369c912b151,EmailDelivered,2021-03-11T17:31:53Z
68dc866a-f5db-4893-b0ea-606c001dce05,EmailDelivered,2021-03-11T18:34:44Z
68dc866a-f5db-4893-b0ea-606c001dce05,EmailSent,2021-03-11T18:34:44Z
563ac3ee-85b6-4e2c-96de-78738d56b9dc,EmailDelivered,2021-03-11T19:00:19Z
563ac3ee-85b6-4e2c-96de-78738d56b9dc,EmailSent,2021-03-11T19:00:19Z
824a29ce-3b09-4128-bc77-b7872a5a66ab,EmailDelivered,2021-03-11T19:09:04Z
824a29ce-3b09-4128-bc77-b7872a5a66ab,EmailSent,2021-03-11T19:09:04Z
db7347de-d6c6-439f-8c8c-79c729a5f63b,EmailSent,2021-03-11T19:24:44Z
db7347de-d6c6-439f-8c8c-79c729a5f63b,EmailDelivered,2021-03-11T19:24:44Z
8acca32a-c73e-4f76-90fc-53838a71beac,EmailSent,2021-03-11T19:34:48Z
8acca32a-c73e-4f76-90fc-53838a71beac,EmailDelivered,2021-03-11T19:35:48Z
7f805665-9eed-4cee-856e-890e70c7bdba,EmailSent,2021-03-11T19:36:43Z
7f805665-9eed-4cee-856e-890e70c7bdba,EmailDelivered,2021-03-11T19:36:43Z
14813def-823d-4051-b00b-33032cf041b3,EmailSent,2021-03-11T19:36:50Z
14813def-823d-4051-b00b-33032cf041b3,EmailDelivered,2021-03-11T19:37:50Z
7b0e2e00-4384-438e-86da-d0b25f4cc983,EmailSent,2021-03-11T19:41:20Z
7b0e2e00-4384-438e-86da-d0b25f4cc983,EmailUndelivered,2021-03-11T19:41:20Z
91379edc-cd6b-4195-b79b-8088ec7c882d,EmailSent,2021-03-11T20:53:17Z
91379edc-cd6b-4195-b79b-8088ec7c882d,EmailDelivered,2021-03-11T20:53:17Z
0548bafe-41e5-4e3e-9d74-62239e63b729,EmailSent,2021-03-11T21:43:31Z
0548bafe-41e5-4e3e-9d74-62239e63b729,EmailDelivered,2021-03-11T21:44:31Z
81ad3374-2097-408d-8a03-aec54f66c4df,EmailSent,2021-03-11T22:40:42Z
81ad3374-2097-408d-8a03-aec54f66c4df,EmailUndelivered,2021-03-11T22:41:42Z
51863f3a-4075-4d22-af5c-b36a584d026f,EmailDelivered,2021-03-11T23:39:58Z
51863f3a-4075-4d22-af5c-b36a584d026f,EmailSent,2021-03-11T23:39:58Z
ee41b1fd-ac7e-4a81-ba0b-0aa9695fc5bb,EmailSent,2021-03-11T23:40:17Z
ee41b1fd-ac7e-4a81-ba0b-0aa9695fc5bb,EmailDelivered,2021-03-11T23:41:17Z
ebd1e402-2490-4fd4-9896-b67b9e150cf7,EmailSent,2021-03-11T23:45:11Z
ebd1e402-2490-4fd4-9896-b67b9e150cf7,EmailDelivered,2021-03-11T23:46:11Z
c4e06622-90dc-45df-bc77-4c20bcc8e1eb,EmailSent,2021-03-11T23:49:18Z
c4e06622-90dc-45df-bc77-4c20bcc8e1eb,EmailDelivered,2021-03-11T23:50:18Z
3468ee0b-48b4-474e-b1ec-cbf7f1265dbe,EmailDelivered,2021-03-12T01:31:52Z
3468ee0b-48b4-474e-b1ec-cbf7f1265dbe,EmailSent,2021-03-12T01:31:52Z
143597dd-b506-4799-8c72-054c538274d6,EmailSent,2021-03-12T02:56:17Z
143597dd-b506-4799-8c72-054c538274d6,EmailUndelivered,2021-03-12T02:57:17Z
52782ad3-c1f2-4e87-ad2a-5210cba9ceb1,EmailDelivered,2021-03-12T08:09:53Z
52782ad3-c1f2-4e87-ad2a-5210cba9ceb1,EmailSent,2021-03-12T08:09:53Z
0d2728bb-8cff-47c5-9278-3cd37e85829b,EmailSent,2021-03-12T08:49:01Z
0d2728bb-8cff-47c5-9278-3cd37e85829b,EmailUndelivered,2021-03-12T08:50:01Z
fcae8d8c-c302-49b1-b5bb-a9b1c8735079,EmailSent,2021-03-12T09:03:20Z
fcae8d8c-c302-49b1-b5bb-a9b1c8735079,EmailDelivered,2021-03-12T09:04:20Z
d9f6957a-c2c7-43e6-9099-76ea1242ce70,EmailDelivered,2021-03-12T10:15:22Z
d9f6957a-c2c7-43e6-9099-76ea1242ce70,EmailSent,2021-03-12T10:15:22Z
245f32b2-ba22-48f4-88ea-58e13dc3aaf6,EmailSent,2021-03-12T10:48:09Z
245f32b2-ba22-48f4-88ea-58e13dc3aaf6,EmailDelivered,2021-03-12T10:49:09Z
64c8673c-f749-44d6-ba63-fc6aa6f35c71,EmailSent,2021-03-12T11:11:49Z
64c8673c-f749-44d6-ba63-fc6aa6f35c71,EmailDelivered,2021-03-12T11:11:49Z
640a8b47-5c9e-4fb7-89e1-78df91011bf1,EmailSent,2021-03-12T13:45:30Z
640a8b47-5c9e-4fb7-89e1-78df91011bf1,EmailDelivered,2021-03-12T13:46:30Z
fc0515f0-eaa1-4baf-8b70-d1704fcb86a1,EmailSent,2021-03-12T14:03:18Z
fc0515f0-eaa1-4baf-8b70-d1704fcb86a1,EmailUndelivered,2021-03-12T14:03:18Z
c4c5b913-105b-4e75-93b7-e81b7a8692cc,EmailDelivered,2021-03-12T14:35:04Z
c4c5b913-105b-4e75-93b7-e81b7a8692cc,EmailSent,2021-03-12T14:35:04Z
96e9054b-96bc-4170-b68d-481fe4e289c7,EmailSent,2021-03-12T14:57:26Z
96e9054b-96bc-4170-b68d-481fe4e289c7,EmailUndelivered,2021-03-12T14:58:26Z
77fd370a-2a3f-4320-a318-2c7146fc2ecd,EmailSent,2021-03-12T16:37:17Z
77fd370a-2a3f-4320-a318-2c7146fc2ecd,EmailDelivered,2021-03-12T16:37:17Z
2ee5c576-0eb6-4739-9f33-13cb82d6544f,EmailSent,2021-03-12T17:02:29Z
2ee5c576-0eb6-4739-9f33-13cb82d6544f,EmailUndelivered,2021-03-12T17:03:29Z
4814fdc3-a902-4300-8606-2babe469cc3b,EmailDelivered,2021-03-12T17:39:11Z
4814fdc3-a902-4300-8606-2babe469cc3b,EmailSent,2021-03-12T17:39:11Z
636e66be-5e02-4919-b029-ab2b39b17cbb,EmailDelivered,2021-03-12T17:43:47Z
636e66be-5e02-4919-b029-ab2b39b17cbb,EmailSent,2021-03-12T17:43:47Z
ec7a8716-042c-427e-8a1e-10fedbb4cd5b,EmailSent,2021-03-12T18:40:47Z
ec7a8716-042c-427e-8a1e-10fedbb4cd5b,EmailDelivered,2021-03-12T18:41:47Z
2a36b0da-a24f-45fd-a7c0-e217ca8aa2e8,EmailSent,2021-03-12T18:42:39Z
2a36b0da-a24f-45fd-a7c0-e217ca8aa2e8,EmailUndelivered,2021-03-12T18:42:39Z
c3fbb15d-b4dd-4634-a3b4-e477fd3d971e,EmailUndelivered,2021-03-12T18:56:25Z
c3fbb15d-b4dd-4634-a3b4-e477fd3d971e,EmailSent,2021-03-12T18:56:25Z
754654e4-ad3e-4827-b1e8-6544d375d477,EmailSent,2021-03-12T19:09:07Z
754654e4-ad3e-4827-b1e8-6544d375d477,EmailDelivered,2021-03-12T19:09:07Z
c12befc2-4d42-41f1-b77f-97cfac00e0e0,EmailDelivered,2021-03-12T21:43:21Z
c12befc2-4d42-41f1-b77f-97cfac00e0e0,EmailSent,2021-03-12T21:43:21Z
866adc83-3335-4f5b-900a-f2241cb3381a,EmailSent,2021-03-12T23:20:45Z
866adc83-3335-4f5b-900a-f2241cb3381a,EmailDelivered,2021-03-12T23:20:45Z
8335a6ab-491b-471d-af77-27fdc8eaec16,EmailUndelivered,2021-03-13T00:10:09Z
8335a6ab-491b-471d-af77-27fdc8eaec16,EmailSent,2021-03-13T00:10:09Z
49c58066-3242-4295-8ed2-60166f8de2f4,EmailSent,2021-03-13T00:16:22Z
49c58066-3242-4295-8ed2-60166f8de2f4,EmailUndelivered,2021-03-13T00:16:22Z
291192f6-bcff-4dd8-9aa6-21d2fa615df0,EmailSent,2021-03-13T00:52:03Z
291192f6-bcff-4dd8-9aa6-21d2fa615df0,EmailDelivered,2021-03-13T00:53:03Z
2ccc108a-972f-446e-beed-c4bf5fb3981e,EmailUndelivered,2021-03-13T01:14:15Z
2ccc108a-972f-446e-beed-c4bf5fb3981e,EmailSent,2021-03-13T01:14:15Z
e52b1118-7962-4254-a2a5-37b88fb108eb,EmailDelivered,2021-03-13T09:49:52Z
e52b1118-7962-4254-a2a5-37b88fb108eb,EmailSent,2021-03-13T09:49:52Z
6baf488d-91d6-480e-bfe7-2f6b3cba0930,EmailSent,2021-03-13T10:25:18Z
6baf488d-91d6-480e-bfe7-2f6b3cba0930,EmailDelivered,2021-03-13T10:25:18Z
3215b3d9-f1d2-48e5-a2d9-461f6d8599ae,EmailSent,2021-03-13T10:26:11Z
3215b3d9-f1d2-48e5-a2d9-461f6d8599ae,EmailDelivered,2021-03-13T10:26:11Z
3dbeb36e-ed06-4c6e-a310-97e346135890,EmailSent,2021-03-13T11:44:00Z
3dbeb36e-ed06-4c6e-a310-97e346135890,EmailDelivered,2021-03-13T11:44:00Z
ecdbd728-5482-465d-b0b9-4c0e74ae6eb0,EmailSent,2021-03-13T14:08:30Z
ecdbd728-5482-465d-b0b9-4c0e74ae6eb0,EmailDelivered,2021-03-13T14:09:30Z
85d4d859-4167-4335-965a-c18b86dfd00f,EmailSent,2021-03-13T14:20:06Z
85d4d859-4167-4335-965a-c18b86dfd00f,EmailDelivered,2021-03-13T14:20:06Z
aa5b400d-e5ba-4179-9efe-19be811a3842,EmailSent,2021-03-13T14:42:32Z
aa5b400d-e5ba-4179-9efe-19be811a3842,EmailDelivered,2021-03-13T14:42:32Z
6f2fbce3-42de-492f-ba83-a838a18cbef8,EmailSent,2021-03-13T16:02:21Z
6f2fbce3-42de-492f-ba83-a838a18cbef8,EmailUndelivered,2021-03-13T16:03:21Z
4ac62df0-2c79-46a4-a245-11e392a5cae9,EmailSent,2021-03-13T16:18:31Z
4ac62df0-2c79-46a4-a245-11e392a5cae9,EmailDelivered,2021-03-13T16:19:31Z
70c238c3-1b26-4411-9ea4-4cf9cb97b648,EmailSent,2021-03-13T16:20:43Z
70c238c3-1b26-4411-9ea4-4cf9cb97b648,EmailUndelivered,2021-03-13T16:21:43Z
e432114f-e546-46c7-bd73-8188335ef92e,EmailSent,2021-03-13T16:25:48Z
e432114f-e546-46c7-bd73-8188335ef92e,EmailDelivered,2021-03-13T16:26:48Z
5f479800-663a-4658-9b73-4a6d4a2a49a6,EmailSent,2021-03-13T17:34:14Z
5f479800-663a-4658-9b73-4a6d4a2a49a6,EmailUndelivered,2021-03-13T17:34:14Z
a29f3f7d-db5f-4401-9f8f-3f64caa1f22d,EmailSent,2021-03-13T18:19:22Z
a29f3f7d-db5f-4401-9f8f-3f64caa1f22d,EmailDelivered,2021-03-13T18:20:22Z
73118df8-0a42-4e70-98c1-cf2909d87587,EmailDelivered,2021-03-13T20:15:48Z
73118df8-0a42-4e70-98c1-cf2909d87587,EmailSent,2021-03-13T20:15:48Z
156bf150-15a4-433a-b2c1-263181505d0e,EmailSent,2021-03-13T20:59:07Z
156bf150-15a4-433a-b2c1-263181505d0e,EmailDelivered,2021-03-13T21:00:07Z
a31180a3-7dee-47f5-aa89-1b01ebe8faab,EmailSent,2021-03-13T21:36:13Z
a31180a3-7dee-47f5-aa89-1b01ebe8faab,EmailDelivered,2021-03-13T21:37:13Z
6d6b44f6-4cce-4dc4-8d73-6dd4545e1c47,EmailSent,2021-03-13T21:57:30Z
6d6b44f6-4cce-4dc4-8d73-6dd4545e1c47,EmailDelivered,2021-03-13T21:58:30Z
ec2972c3-1efb-4d1b-8f74-e4cbbd028268,EmailSent,2021-03-13T22:28:19Z
ec2972c3-1efb-4d1b-8f74-e4cbbd028268,EmailDelivered,2021-03-13T22:29:19Z
df0de2fb-1eee-4bf7-9717-48ef1a377c83,EmailUndelivered,2021-03-14T00:05:17Z
df0de2fb-1eee-4bf7-9717-48ef1a377c83,EmailSent,2021-03-14T00:05:17Z
8a6c0f45-9e3c-4695-8cbd-eadf05efb6bf,EmailSent,2021-03-14T00:29:04Z
8a6c0f45-9e3c-4695-8cbd-eadf05efb6bf,EmailDelivered,2021-03-14T00:30:04Z
d1d460ac-5026-4789-8a43-25ed40821090,EmailSent,2021-03-14T00:56:06Z
d1d460ac-5026-4789-8a43-25ed40821090,EmailDelivered,2021-03-14T00:57:06Z
e7206648-4aad-424d-a929-f17bbacab955,EmailSent,2021-03-14T01:29:51Z
e7206648-4aad-424d-a929-f17bbacab955,EmailUndelivered,2021-03-14T01:29:51Z
9dcbda5e-529d-44f7-aabf-ea05b40ad4f7,EmailSent,2021-03-14T09:13:53Z
9dcbda5e-529d-44f7-aabf-ea05b40ad4f7,EmailUndelivered,2021-03-14T09:14:53Z
83e9050f-bee1-48fc-9255-09f4ac90d3bc,EmailDelivered,2021-03-14T09:37:07Z
83e9050f-bee1-48fc-9255-09f4ac90d3bc,EmailSent,2021-03-14T09:37:07Z
9a07c1be-9040-4db9-b26a-4ef722d4b670,EmailSent,2021-03-14T09:53:20Z
9a07c1be-9040-4db9-b26a-4ef722d4b670,EmailUndelivered,2021-03-14T09:54:20Z
ad43a449-74de-4ae8-8f32-9cb9b7cb8f48,EmailSent,2021-03-14T10:01:49Z
ad43a449-74de-4ae8-8f32-9cb9b7cb8f48,EmailDelivered,2021-03-14T10:01:49Z
aea467bc-84c3-403a-8e6f-ed51ff13f8d2,EmailSent,2021-03-14T10:03:34Z
aea467bc-84c3-403a-8e6f-ed51ff13f8d2,EmailUndelivered,2021-03-14T10:03:34Z
4c697137-615b-4ecc-80ac-cb22bc528277,EmailSent,2021-03-14T10:38:21Z
4c697137-615b-4ecc-80ac-cb22bc528277,EmailDelivered,2021-03-14T10:39:21Z
af4ee0b4-47f8-4f98-a682-46d6f2d00a38,EmailDelivered,2021-03-14T10:44:54Z
af4ee0b4-47f8-4f98-a682-46d6f2d00a38,EmailSent,2021-03-14T10:44:54Z
43d28365-6e7e-4e7f-a689-25a5b07e3e33,EmailSent,2021-03-14T11:43:41Z
43d28365-6e7e-4e7f-a689-25a5b07e3e33,EmailUndelivered,2021-03-14T11:44:41Z
af4ee0b4-47f8-4f98-a682-46d6f2d00a38,EmailLinkClicked,2021-03-14T12:15:54Z
af4ee0b4-47f8-4f98-a682-46d6f2d00a38,EmailOpened,2021-03-14T12:15:54Z
4c794287-94f1-4621-baec-c163a5cafe23,EmailSent,2021-03-14T13:14:39Z
4c794287-94f1-4621-baec-c163a5cafe23,EmailDelivered,2021-03-14T13:14:39Z
4c794287-94f1-4621-baec-c163a5cafe23,EmailLinkClicked,2021-03-14T13:17:39Z
4c794287-94f1-4621-baec-c163a5cafe23,EmailOpened,2021-03-14T13:17:39Z
185b1aed-9993-472a-a666-59aed34cafb3,EmailSent,2021-03-14T13:30:16Z
185b1aed-9993-472a-a666-59aed34cafb3,EmailDelivered,2021-03-14T13:30:16Z
f9b3f89d-2cb5-4418-b25f-6c8b6280f670,EmailSent,2021-03-14T13:33:27Z
f9b3f89d-2cb5-4418-b25f-6c8b6280f670,EmailUndelivered,2021-03-14T13:33:27Z
5cc44934-f642-459c-a5c7-7cc16f5dd765,EmailSent,2021-03-14T13:45:30Z
5cc44934-f642-459c-a5c7-7cc16f5dd765,EmailDelivered,2021-03-14T13:46:30Z
59d715cf-9dc7-4e28-8152-ff5a8fd1d814,EmailSent,2021-03-14T15:54:22Z
59d715cf-9dc7-4e28-8152-ff5a8fd1d814,EmailDelivered,2021-03-14T15:55:22Z
14a22a6e-aed8-4800-ae3a-965007a93228,EmailSent,2021-03-14T16:35:28Z
14a22a6e-aed8-4800-ae3a-965007a93228,EmailDelivered,2021-03-14T16:36:28Z
f843e9ae-5d57-48e0-8961-1cbccad962aa,EmailSent,2021-03-14T16:55:14Z
f843e9ae-5d57-48e0-8961-1cbccad962aa,EmailDelivered,2021-03-14T16:56:14Z
990d1cac-e0ea-42b4-aefd-01f7d3ad5975,EmailSent,2021-03-14T17:02:07Z
990d1cac-e0ea-42b4-aefd-01f7d3ad5975,EmailDelivered,2021-03-14T17:02:07Z
d2b80583-bce4-4722-8435-df54384219e7,EmailSent,2021-03-14T17:14:34Z
d2b80583-bce4-4722-8435-df54384219e7,EmailDelivered,2021-03-14T17:14:34Z
955ba0c8-d5e3-4553-a893-df1beea3c2f6,EmailDelivered,2021-03-14T17:30:04Z
955ba0c8-d5e3-4553-a893-df1beea3c2f6,EmailSent,2021-03-14T17:30:04Z
97c4053a-19bf-42b6-a424-20329867c145,EmailSent,2021-03-14T17:43:21Z
97c4053a-19bf-42b6-a424-20329867c145,EmailDelivered,2021-03-14T17:44:21Z
3ee1be18-50a4-4341-8085-c06fc232a26f,EmailSent,2021-03-14T18:29:31Z
3ee1be18-50a4-4341-8085-c06fc232a26f,EmailDelivered,2021-03-14T18:30:31Z
509c4b5d-2422-428a-9071-3dc4276738de,EmailDelivered,2021-03-14T20:24:23Z
509c4b5d-2422-428a-9071-3dc4276738de,EmailSent,2021-03-14T20:24:23Z
0a45a0e8-3572-4047-a744-cf5e89f362cf,EmailSent,2021-03-14T21:50:51Z
0a45a0e8-3572-4047-a744-cf5e89f362cf,EmailDelivered,2021-03-14T21:51:51Z
a8d54ce3-3c4b-449a-8ee5-756ff53b6c0a,EmailUndelivered,2021-03-14T21:55:55Z
a8d54ce3-3c4b-449a-8ee5-756ff53b6c0a,EmailSent,2021-03-14T21:55:55Z
23ff1b3b-5906-48d8-8cdd-8354c27a5ed1,EmailSent,2021-03-14T22:16:42Z
23ff1b3b-5906-48d8-8cdd-8354c27a5ed1,EmailDelivered,2021-03-14T22:16:42Z
8f822f5c-f9ba-4c3c-91c3-a528c07031f1,EmailSent,2021-03-14T22:36:50Z
8f822f5c-f9ba-4c3c-91c3-a528c07031f1,EmailDelivered,2021-03-14T22:37:50Z
73e6b147-45cf-482b-8d60-1936e6b91ffa,EmailSent,2021-03-14T22:49:09Z
73e6b147-45cf-482b-8d60-1936e6b91ffa,EmailDelivered,2021-03-14T22:50:09Z
9035796a-f978-4f19-bda1-8ea23345bcb8,EmailSent,2021-03-15T00:58:40Z
9035796a-f978-4f19-bda1-8ea23345bcb8,EmailDelivered,2021-03-15T00:58:40Z
e13970f9-4764-4f77-b0be-215e3d3e3452,EmailSent,2021-03-15T01:24:45Z
e13970f9-4764-4f77-b0be-215e3d3e3452,EmailUndelivered,2021-03-15T01:25:45Z
0bd474bc-36fa-48ab-9281-a6dd085cbbe9,EmailSent,2021-03-15T01:52:03Z
0bd474bc-36fa-48ab-9281-a6dd085cbbe9,EmailDelivered,2021-03-15T01:53:03Z
7a176b1e-7b14-432a-988c-a5c02eb677d9,EmailUndelivered,2021-03-15T02:06:33Z
7a176b1e-7b14-432a-988c-a5c02eb677d9,EmailSent,2021-03-15T02:06:33Z
3b4600ac-5e0e-4fc6-b439-07ced020d65d,EmailSent,2021-03-15T02:16:30Z
3b4600ac-5e0e-4fc6-b439-07ced020d65d,EmailDelivered,2021-03-15T02:17:30Z
e2b46859-9adf-483b-9f0a-19d974d34d55,EmailSent,2021-03-15T08:44:36Z
e2b46859-9adf-483b-9f0a-19d974d34d55,EmailDelivered,2021-03-15T08:44:36Z
280984c4-0e88-4ffa-b4ff-5e3c3d859358,EmailSent,2021-03-15T09:04:13Z
280984c4-0e88-4ffa-b4ff-5e3c3d859358,EmailDelivered,2021-03-15T09:04:13Z
9751987d-4409-4de2-8997-a3048af1c1a6,EmailUndelivered,2021-03-15T09:05:04Z
9751987d-4409-4de2-8997-a3048af1c1a6,EmailSent,2021-03-15T09:05:04Z
68ed5bb9-3b14-4b83-93ec-f6a1d1440f12,EmailSent,2021-03-15T09:10:28Z
68ed5bb9-3b14-4b83-93ec-f6a1d1440f12,EmailDelivered,2021-03-15T09:11:28Z
149464b5-aaaf-4dbb-a2d2-d3e21fea9e1a,EmailSent,2021-03-15T10:35:31Z
149464b5-aaaf-4dbb-a2d2-d3e21fea9e1a,EmailDelivered,2021-03-15T10:36:31Z
19dc25d2-971e-4200-9865-0bfc7ce19ea5,EmailSent,2021-03-15T10:49:57Z
19dc25d2-971e-4200-9865-0bfc7ce19ea5,EmailDelivered,2021-03-15T10:50:57Z
4900dc2e-6ff8-483c-9053-f4e0ef185d52,EmailSent,2021-03-15T10:57:23Z
4900dc2e-6ff8-483c-9053-f4e0ef185d52,EmailDelivered,2021-03-15T10:58:23Z
be30f999-5e97-4b6a-b56a-1bf3b77227b4,EmailDelivered,2021-03-15T11:02:57Z
be30f999-5e97-4b6a-b56a-1bf3b77227b4,EmailSent,2021-03-15T11:02:57Z
e8123b74-626e-4142-bb7b-ab1cb013707a,EmailSent,2021-03-15T11:29:36Z
e8123b74-626e-4142-bb7b-ab1cb013707a,EmailUndelivered,2021-03-15T11:30:36Z
d047e238-b428-49e5-9c58-8627b687dbb2,EmailSent,2021-03-15T11:54:36Z
d047e238-b428-49e5-9c58-8627b687dbb2,EmailDelivered,2021-03-15T11:55:36Z
b066a8ab-7e24-4e87-b1cf-9154aa1fc3e8,EmailSent,2021-03-15T12:38:10Z
b066a8ab-7e24-4e87-b1cf-9154aa1fc3e8,EmailUndelivered,2021-03-15T12:38:10Z
9e9b4b79-0c05-4862-af16-fa38810a4836,EmailSent,2021-03-15T13:14:49Z
9e9b4b79-0c05-4862-af16-fa38810a4836,EmailDelivered,2021-03-15T13:14:49Z
fdf430b9-7875-4df3-8d39-fdffeb5cd7c8,EmailSent,2021-03-15T14:11:22Z
fdf430b9-7875-4df3-8d39-fdffeb5cd7c8,EmailDelivered,2021-03-15T14:11:22Z
6a5a9746-1cf4-4ffd-b1f2-653e895c5231,EmailSent,2021-03-15T14:41:58Z
6a5a9746-1cf4-4ffd-b1f2-653e895c5231,EmailUndelivered,2021-03-15T14:42:58Z
801f53d4-a72b-43e5-ab73-05f0852597f3,EmailSent,2021-03-15T16:27:00Z
801f53d4-a72b-43e5-ab73-05f0852597f3,EmailDelivered,2021-03-15T16:27:00Z
cdef4ad1-ef20-41ee-90de-d1c271772734,EmailDelivered,2021-03-15T16:57:30Z
cdef4ad1-ef20-41ee-90de-d1c271772734,EmailSent,2021-03-15T16:57:30Z
ab3b9dc5-4681-42b5-a970-522385f431cf,EmailSent,2021-03-15T17:15:32Z
ab3b9dc5-4681-42b5-a970-522385f431cf,EmailDelivered,2021-03-15T17:16:32Z
40f0bc2c-b444-4d95-aace-d9cf33d82c0c,EmailDelivered,2021-03-15T17:19:42Z
40f0bc2c-b444-4d95-aace-d9cf33d82c0c,EmailSent,2021-03-15T17:19:42Z
30059590-eec4-4988-80f1-c6286c3a984c,EmailSent,2021-03-15T18:30:23Z
30059590-eec4-4988-80f1-c6286c3a984c,EmailUndelivered,2021-03-15T18:30:23Z
7b4beb0e-87e4-4725-a856-c12da470c39c,EmailSent,2021-03-15T19:11:22Z
7b4beb0e-87e4-4725-a856-c12da470c39c,EmailUndelivered,2021-03-15T19:12:22Z
7cdb2340-8642-4628-8333-9cf272b38e71,EmailSent,2021-03-15T19:21:20Z
7cdb2340-8642-4628-8333-9cf272b38e71,EmailDelivered,2021-03-15T19:21:20Z
1bbae79a-8a62-4ff8-87ec-4216c3f101e9,EmailSent,2021-03-15T20:50:21Z
1bbae79a-8a62-4ff8-87ec-4216c3f101e9,EmailDelivered,2021-03-15T20:51:21Z
bbe37d84-2b48-4cb0-b938-69a5d88ed950,EmailSent,2021-03-15T21:00:13Z
bbe37d84-2b48-4cb0-b938-69a5d88ed950,EmailUndelivered,2021-03-15T21:00:13Z
1fcc3a74-9ddb-4010-a511-034c050ad00e,EmailUndelivered,2021-03-15T21:56:35Z
1fcc3a74-9ddb-4010-a511-034c050ad00e,EmailSent,2021-03-15T21:56:35Z
2fde006b-088a-4c16-97d0-8cbd3093e7db,EmailSent,2021-03-15T22:28:17Z
2fde006b-088a-4c16-97d0-8cbd3093e7db,EmailDelivered,2021-03-15T22:29:17Z
3732fe2a-ede2-4fdb-8fa6-3f35be4be914,EmailSent,2021-03-15T22:51:37Z
3732fe2a-ede2-4fdb-8fa6-3f35be4be914,EmailUndelivered,2021-03-15T22:51:37Z
f37f8368-10c9-40e4-b514-accde4cb81ed,EmailDelivered,2021-03-15T23:04:59Z
f37f8368-10c9-40e4-b514-accde4cb81ed,EmailSent,2021-03-15T23:04:59Z
ad8d37ff-6483-4925-8d36-1568f18863cc,EmailSent,2021-03-16T01:50:49Z
ad8d37ff-6483-4925-8d36-1568f18863cc,EmailDelivered,2021-03-16T01:51:49Z
846e00a4-b087-4939-ace9-c2b7f376dc88,EmailSent,2021-03-16T01:57:36Z
846e00a4-b087-4939-ace9-c2b7f376dc88,EmailDelivered,2021-03-16T01:58:36Z
091d4325-8142-4a64-8d08-b6d0740a46c8,EmailUndelivered,2021-03-16T02:25:23Z
